bmrb_id,str_path,status,n_points,record_type,out_txt,name,inchi,inchikey,smiles
bmse000714,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000714/bmse000714.str,no_1H_data_found,0,,,2-ethylpiperidine,,,
bmse000715,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000715/bmse000715.str,no_1H_data_found,0,,,2-hydroxyphenylacetic acid,,,
bmse000716,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000716/bmse000716.str,no_1H_data_found,0,,,8-anilino-1-naphthalenesulfonic acid,,,
bmse000717,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000717/bmse000717.str,no_1H_data_found,0,,,cetyl-trimethyl-ammonium,,,
bmse000718,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000718/bmse000718.str,no_1H_data_found,0,,,"cis-1,3-dichloropropene",,,
bmse000719,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000719/bmse000719.str,no_1H_data_found,0,,,decamethonium,,,
bmse000720,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000720/bmse000720.str,no_1H_data_found,0,,,dioctyl sulfosuccinate,,,
bmse000721,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000721/bmse000721.str,no_1H_data_found,0,,,diphenylacetic acid,,,
bmse000722,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000722/bmse000722.str,no_1H_data_found,0,,,epichlorohydrin,,,
bmse000723,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000723/bmse000723.str,no_1H_data_found,0,,,N-(2-furoyl)glycine methyl ester,,,
bmse000724,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000724/bmse000724.str,no_1H_data_found,0,,,o-fluoroaniline,,,
bmse000725,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000725/bmse000725.str,no_1H_data_found,0,,,sec-butylbenzene,,,
bmse000726,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000726/bmse000726.str,no_1H_data_found,0,,,sulfanilic acid,,,
bmse000727,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000727/bmse000727.str,no_1H_data_found,0,,,"trans-2,3-dimethylacrylic acid",,,
bmse000728,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000728/bmse000728.str,no_1H_data_found,0,,,1-amino-1-cyclohexanecarboxylic acid,,,
bmse000729,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000729/bmse000729.str,no_1H_data_found,0,,,"2,3-difluorobenzyl alcohol",,,
bmse000730,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000730/bmse000730.str,no_1H_data_found,0,,,"2,2-dimethylsuccinic acid",,,
bmse000731,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000731/bmse000731.str,no_1H_data_found,0,,,3-deazauridine,,,
bmse000732,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000732/bmse000732.str,no_1H_data_found,0,,,6-ethylmercaptopurine,,,
bmse000733,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000733/bmse000733.str,no_1H_data_found,0,,,apocholic acid,,,
bmse000734,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000734/bmse000734.str,no_1H_data_found,0,,,bis(2-butoxyethyl)phthalate,,,
bmse000735,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000735/bmse000735.str,no_1H_data_found,0,,,digoxigenin,,,
bmse000736,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000736/bmse000736.str,no_1H_data_found,0,,,3-methylphenylacetate,,,
bmse000737,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000737/bmse000737.str,no_1H_data_found,0,,,myristic acid,,,
bmse000738,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000738/bmse000738.str,no_1H_data_found,0,,,N-methylurea,,,
bmse000739,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000739/bmse000739.str,no_1H_data_found,0,,,p-fluorobenzoic acid,,,
bmse000740,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000740/bmse000740.str,no_1H_data_found,0,,,D-pinitol,,,
bmse000741,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000741/bmse000741.str,no_1H_data_found,0,,,N-methyl-L-aspartic acid,,,
bmse000742,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000742/bmse000742.str,no_1H_data_found,0,,,phenoxyacetic acid,,,
bmse000743,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000743/bmse000743.str,no_1H_data_found,0,,,phenylglyoxylic acid,,,
bmse000744,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000744/bmse000744.str,no_1H_data_found,0,,,Histamine,,,
bmse000745,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000745/bmse000745.str,no_1H_data_found,0,,,Homoarginine,,,
bmse000746,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000746/bmse000746.str,no_1H_data_found,0,,,Mesaconic acid,,,
bmse000747,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000747/bmse000747.str,no_1H_data_found,0,,,Metrizamide,,,
bmse000748,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000748/bmse000748.str,no_1H_data_found,0,,,Parabanic acid,,,
bmse000749,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000749/bmse000749.str,no_1H_data_found,0,,,21-Hydroxypregnenolone,,,
bmse000750,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000750/bmse000750.str,no_1H_data_found,0,,,2-Hydroxyethyl salicylate,,,
bmse000751,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000751/bmse000751.str,no_1H_data_found,0,,,khellin,,,
bmse000752,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000752/bmse000752.str,no_1H_data_found,0,,,Phenylmethanesulfonyl fluoride,,,
bmse000753,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000753/bmse000753.str,no_1H_data_found,0,,,Polyoxyethylene 23 lauryl ether,,,
bmse000754,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000754/bmse000754.str,no_1H_data_found,0,,,Precocene 1,,,
bmse000755,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000755/bmse000755.str,no_1H_data_found,0,,,Procyclidine,,,
bmse000756,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000756/bmse000756.str,no_1H_data_found,0,,,3-Nitrofluoranthene,,,
bmse000757,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000757/bmse000757.str,no_1H_data_found,0,,,serotonin,,,
bmse000758,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000758/bmse000758.str,no_1H_data_found,0,,,5-Methoxypsoralen,,,
bmse000759,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000759/bmse000759.str,no_1H_data_found,0,,,5-methyluridine,,,
bmse000760,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000760/bmse000760.str,no_1H_data_found,0,,,Homoarginine,,,
bmse000761,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000761/bmse000761.str,no_1H_data_found,0,,,Mesaconic acid,,,
bmse000762,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000762/bmse000762.str,no_1H_data_found,0,,,neostigmine,,,
bmse000763,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000763/bmse000763.str,no_1H_data_found,0,,,nonactin,,,
bmse000764,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000764/bmse000764.str,no_1H_data_found,0,,,Nonadecane,,,
bmse000765,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000765/bmse000765.str,no_1H_data_found,0,,,octamethylcyclotetrasiloxane,,,
bmse000766,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000766/bmse000766.str,no_1H_data_found,0,,,orthanilic acid,,,
bmse000767,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000767/bmse000767.str,no_1H_data_found,0,,,Propiolic acid,,,
bmse000768,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000768/bmse000768.str,no_1H_data_found,0,,,saligenin,,,
bmse000769,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000769/bmse000769.str,no_1H_data_found,0,,,alpha-Lipoamide,,,
bmse000770,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000770/bmse000770.str,no_1H_data_found,0,,,Phenyl beta-D-glucoside,,,
bmse000771,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000771/bmse000771.str,no_1H_data_found,0,,,Pyromellitic acid,,,
bmse000772,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000772/bmse000772.str,no_1H_data_found,0,,,Salicylhydroxamic Acid,,,
bmse000773,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000773/bmse000773.str,no_1H_data_found,0,,,triethylenetetramine,,,
bmse000774,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000774/bmse000774.str,no_1H_data_found,0,,,Trimethyl Phosphate,,,
bmse000775,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000775/bmse000775.str,no_1H_data_found,0,,,3-Methoxybenzamide,,,
bmse000776,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000776/bmse000776.str,no_1H_data_found,0,,,L-Anserine,,,
bmse000777,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000777/bmse000777.str,no_1H_data_found,0,,,Tributyl Phosphate,,,
bmse000778,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000778/bmse000778.str,no_1H_data_found,0,,,gamma-terpinene,,,
bmse000779,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000779/bmse000779.str,no_1H_data_found,0,,,Metoclopramide,,,
bmse000780,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000780/bmse000780.str,no_1H_data_found,0,,,Tetramethylammonium,,,
bmse000781,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000781/bmse000781.str,no_1H_data_found,0,,,thioacetamide,,,
bmse000786,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000786/bmse000786.str,no_1H_data_found,0,,,cacodylic acid,,,
bmse000787,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000787/bmse000787.str,no_1H_data_found,0,,,MES,,,
bmse000788,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000788/bmse000788.str,no_1H_data_found,0,,,MOPS,,,
bmse000789,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000789/bmse000789.str,no_1H_data_found,0,,,Creatinine,,,
bmse000790,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000790/bmse000790.str,no_1H_data_found,0,,,imidazole,,,
bmse000791,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000791/bmse000791.str,no_1H_data_found,0,,,D-(+)-Glucose,,,
bmse000792,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000792/bmse000792.str,no_1H_data_found,0,,,HEPES,,,
bmse000793,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000793/bmse000793.str,no_1H_data_found,0,,,"1,4-D-xylobiose",,,
bmse000794,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000794/bmse000794.str,no_1H_data_found,0,,,3-carboxypropyl-trimethyl-ammonium,,,
bmse000795,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000795/bmse000795.str,no_1H_data_found,0,,,DSS,,,
bmse000796,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000796/bmse000796.str,no_1H_data_found,0,,,1-3-diaminopropane,,,
bmse000797,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000797/bmse000797.str,no_1H_data_found,0,,,D-(+)-Glucose,,,
bmse000798,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000798/bmse000798.str,no_1H_data_found,0,,,D-(+)-maltose,,,
bmse000799,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000799/bmse000799.str,no_1H_data_found,0,,,D-Psicose,,,
bmse000800,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000800/bmse000800.str,no_1H_data_found,0,,,L-citrulline,,,
bmse000801,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000801/bmse000801.str,no_1H_data_found,0,,,alpha-ketoglutaric acid,,,
bmse000802,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000802/bmse000802.str,no_1H_data_found,0,,,L-(-) arabitol,,,
bmse000803,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000803/bmse000803.str,no_1H_data_found,0,,,D-sorbitol,,,
bmse000804,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000804/bmse000804.str,no_1H_data_found,0,,,sucrose,,,
bmse000805,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000805/bmse000805.str,no_1H_data_found,0,,,taurine,,,
bmse000806,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000806/bmse000806.str,no_1H_data_found,0,,,"L(-)-Glutathione, oxidized",,,
bmse000807,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000807/bmse000807.str,no_1H_data_found,0,,,Glycerol,,,
bmse000808,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000808/bmse000808.str,no_1H_data_found,0,,,D-allose,,,
bmse000809,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000809/bmse000809.str,no_1H_data_found,0,,,L-serine,,,
bmse000810,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000810/bmse000810.str,no_1H_data_found,0,,,L-threonine,,,
bmse000811,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000811/bmse000811.str,no_1H_data_found,0,,,L-valine,,,
bmse000812,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000812/bmse000812.str,no_1H_data_found,0,,,agmatine,,,
bmse000813,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000813/bmse000813.str,no_1H_data_found,0,,,Lactose,,,
bmse000814,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000814/bmse000814.str,no_1H_data_found,0,,,"putrescine (1,4 diaminobutane)",,,
bmse000815,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000815/bmse000815.str,no_1H_data_found,0,,,D-Trehalose,,,
bmse000816,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000816/bmse000816.str,no_1H_data_found,0,,,Uridine,,,
bmse000817,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000817/bmse000817.str,no_1H_data_found,0,,,Acetic Acid,,,
bmse000818,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000818/bmse000818.str,no_1H_data_found,0,,,L-(+) lactic acid,,,
bmse000819,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000819/bmse000819.str,no_1H_data_found,0,,,Isethionic acid,,,
bmse000820,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000820/bmse000820.str,no_1H_data_found,0,,,gamma-Aminobutyric acid,,,
bmse000821,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000821/bmse000821.str,no_1H_data_found,0,,,R-(+)-2-Pyrrolidinone-5-carboxylate,,,
bmse000822,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000822/bmse000822.str,no_1H_data_found,0,,,cacodylic acid,,,
bmse000823,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000823/bmse000823.str,no_1H_data_found,0,,,"1,4-D-xylobiose",,,
bmse000824,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000824/bmse000824.str,no_1H_data_found,0,,,2'-Deoxyguanosine 5'-monophosphate,,,
bmse000825,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000825/bmse000825.str,no_1H_data_found,0,,,acetamide,,,
bmse000826,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000826/bmse000826.str,no_1H_data_found,0,,,acetonitrile,,,
bmse000827,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000827/bmse000827.str,no_1H_data_found,0,,,DL-2-Aminocaprylic acid,,,
bmse000828,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000828/bmse000828.str,no_1H_data_found,0,,,DL-3-Aminoisobutyric acid,,,
bmse000829,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000829/bmse000829.str,no_1H_data_found,0,,,IPTG,,,
bmse000830,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000830/bmse000830.str,no_1H_data_found,0,,,N-alpha-Acetyl-L-lysine,,,
bmse000831,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000831/bmse000831.str,no_1H_data_found,0,,,"1,2,4-Benzenetriol",,,
bmse000832,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000832/bmse000832.str,no_1H_data_found,0,,,beta-carotene,,,
bmse000833,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000833/bmse000833.str,no_1H_data_found,0,,,deoxycholic acid,,,
bmse000834,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000834/bmse000834.str,no_1H_data_found,0,,,p-xylene,,,
bmse000835,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000835/bmse000835.str,no_1H_data_found,0,,,2-chloro-4-ethylamino-6-isopropylamino-S-triazine,,,
bmse000836,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000836/bmse000836.str,no_1H_data_found,0,,,Iodoquinol,,,
bmse000837,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000837/bmse000837.str,no_1H_data_found,0,,,"cis-1,2-Cyclohexanediol",,,
bmse000838,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000838/bmse000838.str,no_1H_data_found,0,,,N-(3-Indolylacetyl)-DL-aspartic acid,,,
bmse000839,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000839/bmse000839.str,no_1H_data_found,0,,,(+)-Pulegone,,,
bmse000840,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000840/bmse000840.str,no_1H_data_found,0,,,rhodanine,,,
bmse000841,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000841/bmse000841.str,no_1H_data_found,0,,,"1,2,4-Trichlorobenzene",,,
bmse000842,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000842/bmse000842.str,no_1H_data_found,0,,,3-Furoic acid,,,
bmse000843,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000843/bmse000843.str,no_1H_data_found,0,,,3-Methylsalicylaldehyde,,,
bmse000844,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000844/bmse000844.str,no_1H_data_found,0,,,Isoprene,,,
bmse000845,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000845/bmse000845.str,no_1H_data_found,0,,,"4,4'-DDD",,,
bmse000846,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000846/bmse000846.str,no_1H_data_found,0,,,Phthalic acid diethyl ester,,,
bmse000847,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000847/bmse000847.str,no_1H_data_found,0,,,undecanedioic acid,,,
bmse000848,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000848/bmse000848.str,no_1H_data_found,0,,,2-Thiophenecarboxylic acid,,,
bmse000849,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000849/bmse000849.str,no_1H_data_found,0,,,Cholesteryl stearate,,,
bmse000850,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000850/bmse000850.str,no_1H_data_found,0,,,D-Sphingosine,,,
bmse000851,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000851/bmse000851.str,no_1H_data_found,0,,,octanal,,,
bmse000852,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000852/bmse000852.str,no_1H_data_found,0,,,Petroselinic acid,,,
bmse000853,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000853/bmse000853.str,no_1H_data_found,0,,,Protoveratrine,,,
bmse000854,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000854/bmse000854.str,no_1H_data_found,0,,,ATP,,,
bmse000855,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000855/bmse000855.str,no_1H_data_found,0,,,D-(+)-Glucose,,,
bmse000856,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000856/bmse000856.str,no_1H_data_found,0,,,Glycerol,,,
bmse000857,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000857/bmse000857.str,no_1H_data_found,0,,,Acetic Acid,,,
bmse000858,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000858/bmse000858.str,no_1H_data_found,0,,,L-citrulline,,,
bmse000859,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000859/bmse000859.str,no_1H_data_found,0,,,L-threonine,,,
bmse000860,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000860/bmse000860.str,no_1H_data_found,0,,,L-valine,,,
bmse000861,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000861/bmse000861.str,no_1H_data_found,0,,,adenine,,,
bmse000862,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000862/bmse000862.str,no_1H_data_found,0,,,"putrescine (1,4 diaminobutane)",,,
bmse000863,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000863/bmse000863.str,no_1H_data_found,0,,,taurine,,,
bmse000864,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000864/bmse000864.str,no_1H_data_found,0,,,Uridine,,,
bmse000865,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000865/bmse000865.str,no_1H_data_found,0,,,D-(-)-Tagatose,,,
bmse000866,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000866/bmse000866.str,no_1H_data_found,0,,,L-isoleucine,,,
bmse000867,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000867/bmse000867.str,no_1H_data_found,0,,,L-serine,,,
bmse000868,/Users/alfred/Documents/GitHub/DDLS_project/code/get_bmrb_data/bmrb_nmrstar/bmse000868/bmse000868.str,no_1H_data_found,0,,,L-tryptophan,,,
