bin_index,ppm,importance
243,6.090225563909774,0.0007378680009504765
244,6.115288220551378,0.002889287529512101
245,6.140350877192982,0.0010365931857891834
246,6.165413533834586,0.0005180007709677995
247,6.19047619047619,0.0006071855939465079
248,6.215538847117794,0.0004970190134010221
249,6.2406015037593985,0.00024601347353978215
250,6.265664160401002,0.0005602726271920542
251,6.290726817042606,0.0005975238293483594
252,6.315789473684211,0.0005285484615870356
253,6.340852130325814,0.0006361820540228187
254,6.365914786967418,0.0009246071309280356
255,6.390977443609022,0.0008992839504977743
256,6.416040100250626,0.0005718323413074815
257,6.4411027568922306,0.0011574504600156388
258,6.466165413533834,0.0009994312990660044
259,6.491228070175438,0.00023936249763803166
260,6.516290726817042,0.0005142218308640243
261,6.541353383458646,0.000384259714130517
262,6.5664160401002505,0.0006857823783860601
263,6.591478696741854,0.0002949032530566802
264,6.616541353383458,0.00030144943138343404
265,6.641604010025063,0.0004292804764668684
266,6.666666666666666,0.0005781617239715628
267,6.69172932330827,0.001493892590817788
268,6.716791979949875,0.0019543674138047394
269,6.741854636591478,0.0014587867506116556
270,6.7669172932330826,0.0023494186821991277
271,6.791979949874686,0.002855371258688685
272,6.81704260651629,0.0031936966992548678
273,6.842105263157895,0.008210750008205446
274,6.867167919799498,0.010382518909707438
275,6.8922305764411025,0.007156026190875374
276,6.917293233082706,0.009953354006825404
277,6.94235588972431,0.006755995873898421
278,6.967418546365915,0.00516772993298462
279,6.992481203007518,0.004694308463491273
280,7.017543859649122,0.0022752345518191426
281,7.042606516290727,0.0035781658413070665
282,7.06766917293233,0.0005965876128443384
283,7.0927318295739346,0.001440339519382546
284,7.117794486215539,0.0018256710590676922
285,7.142857142857142,0.0021039577390134915
286,7.167919799498747,0.00315643618614817
287,7.19298245614035,0.0017809824886828426
288,7.2180451127819545,0.0037977783674034322
289,7.243107769423559,0.0032477221719075886
290,7.268170426065162,0.0015331581615639187
291,7.293233082706767,0.005540566063550692
292,7.31829573934837,0.010005861312798396
293,7.343358395989974,0.0061802559117211595
294,7.368421052631579,0.0032758883075439693
295,7.393483709273182,0.005148886801683084
296,7.4185463659147866,0.002620431287240965
297,7.443609022556391,0.0042704396272528625
298,7.468671679197994,0.010000527651294354
299,7.493734335839599,0.003083865146194709
300,7.518796992481203,0.004795475562993623
301,7.5438596491228065,0.00316932112291035
302,7.568922305764411,0.0015156088972206516
303,7.593984962406014,0.002718796273350012
304,7.619047619047619,0.003431557345677835
305,7.644110275689223,0.0026426407954362164
306,7.669172932330826,0.00191075835091661
307,7.694235588972431,0.00032988843908165143
308,7.719298245614034,0.0008847837497539092
309,7.744360902255639,0.0008176515768781229
310,7.769423558897243,0.0028179562283913977
311,7.794486215538846,0.0006083011584621582
312,7.819548872180451,0.0012946657358487372
313,7.844611528822055,0.000923655328804607
314,7.8696741854636585,0.0004324241330490715
315,7.894736842105263,0.0003643636878977538
316,7.919799498746867,0.000848188197583729
317,7.944862155388471,0.001046536642730703
318,7.969924812030075,0.0010350838268576622
319,7.994987468671678,0.0005027717245246158
320,8.020050125313283,0.0006522091271851986
321,8.045112781954886,9.56782854590557e-05
322,8.070175438596491,0.001450275301017398
323,8.095238095238095,0.00045937554053344964
324,8.120300751879698,0.00021250723925324985
325,8.145363408521304,0.00032116730716623995
326,8.170426065162907,0.0004644561737735285
327,8.19548872180451,0.002550308696008925
328,8.220551378446114,0.0013767983787708116
329,8.24561403508772,0.000290297499784962
330,8.270676691729323,0.0003797956865772223
331,8.295739348370926,0.00029624086429463214
332,8.320802005012531,0.0009489184573603986
333,8.345864661654135,0.00014973346300550526
334,8.370927318295738,0.0
335,8.395989974937343,0.0
336,8.421052631578947,0.0001880179528407983
337,8.44611528822055,0.00022388026996959153
338,8.471177944862156,0.00010548909557902785
339,8.496240601503759,0.0002533621217548745
340,8.521303258145362,0.0002555896078737849
341,8.546365914786968,7.151143379499478e-05
342,8.571428571428571,1.956941820526329e-05
