		F2ppm	F1ppm	Intensity
	1	5.3993	94.7981	38994716.50
	2	3.8758	84.1442	17540625.50
	3	4.2052	79.2158	12648362.50
	4	4.0353	76.7517	14982549.00
	5	3.8295	75.1572	14259097.00
	6	3.7420	75.3022	9433549.50
	7	3.5464	73.7802	14995023.00
	8	3.4743	71.9683	10071417.00
	9	3.6647	64.0684	57618559.50
	10	3.8089	62.7639	50643749.00
	11	3.8091	65.0452	45443614.00
