         F2ppm           F1ppm       Intensity       
     1   8.3084          142.7512     13976784.75
     2   8.2557          148.7248      3043658.38
     3   8.1508          148.7265      3368960.63
     4   6.4725           87.3115     12484193.00
     5   4.6484           73.7005     13842728.00
     6   4.1672           89.9717     15680980.63
     7   3.8213           64.0774     10251794.63
     8   3.7804           64.0774      9421453.88
     9   2.8342           41.8312      4376995.50
    10   2.5898           41.8312      4004032.25
