       F2ppm           F1ppm     Intensity 
     1  5.2200           94.7640     19989274.50
     2  4.6335           98.6046     20567549.75
     3  3.8832           63.4117      6588773.38
     4  3.8305           63.2033      3786457.25
     5  3.8214           74.0350      8662526.75
     6  3.7624           63.2022      7359323.38
     7  3.7069           63.4119      9473940.63
     8  3.7010           75.3656     10032757.00
     9  3.5246           74.0353      7591087.25
    10  3.4780           78.3522     17340580.13
    11  3.4606           78.6807     16044397.00
    12  3.3905           72.3764     17090643.50
    13  3.2320           76.6949     16484112.13
