       F2ppm           F1ppm       Intensity       
     1  5.7009          135.1212      4984785.00
     2  5.4424          131.1338      5120783.00
     3  4.2699           60.4222     16910333.00
     4  4.0999           65.7351      8203924.00
     5  4.0353           72.3767     10423535.00
     6  3.9708           65.7355      8122544.00
     7  3.9346           55.1161      9654617.00
     8  3.6275           67.3896     28375715.00
     9  3.2143           54.6314    153795646.00
    10  2.1761           37.3231     13556595.00
    11  2.0237           33.5359     14324501.00
    12  1.5765           27.2268      9167224.00
    13  1.3783           30.5413     11466716.00
    14  1.3018           23.7311      7853791.00
    15  1.2898           30.5379    338195056.00
    16  1.2867           33.0328     18605961.00
    17  0.8966           14.3882      3486575.00
