       F2ppm           F1ppm     Intensity 
     1  8.3648          139.7546     13782252.50
     2  8.1585          152.3781      9258774.38
     3  5.8921           87.2613     22680581.69
     4  4.7273           72.5325     19649150.06
     5  4.1468           72.3694     24510060.56
     6  4.0266           83.3272     18676936.06
     7  3.3025           52.7842     21277907.63
     8  2.9113           33.6860      9411312.00
     9  2.8102           33.6793      9067539.38
    10  2.6330           27.8911     26686185.06
    11  1.9965           31.2006      8555885.75
    12  1.8299           31.2006      8760864.94
