       F2ppm           F1ppm       Intensity       
     1  5.1593          121.3534      8145185.44
     2  2.9962           76.6741      4863645.88
     3  2.7403           40.5226      2588646.75
     4  1.9109           22.4810      2236764.81
     5  1.8113           22.5859      6444560.75
     6  1.6470           26.8882      2100062.81
     7  1.6116           31.8545      2637692.94
     8  1.6057           45.4763      3055290.19
     9  1.4942           46.8016      4264823.06
    10  1.4883           37.8406      1898810.38
    11  1.4775           22.4814      1590614.25
    12  1.4768           17.9110      2313502.13
    13  1.4588           26.8702      2876732.69
    14  1.4327           31.8542      2729130.06
    15  1.4069           32.1905      2505302.94
    16  1.3183           33.1842      2504038.25
    17  1.3125           17.9122      1582859.06
    18  1.2351           32.1892      2240865.06
    19  1.1303           33.1825      2183037.06
    20  1.0929           25.3914     18537203.94
    21  1.0482           45.4742      1867974.13
    22  0.9910           26.8870      1548856.88
    23  0.8971           37.8392      2364488.63
    24  0.8959           28.0565     18995234.94
    25  0.8726           23.2278     21997484.81
    26  0.8726           32.5258     18495071.81
    27  0.8561           14.9283      1594986.81
    28  0.7245           16.5883      7334783.31
    29  0.6754           15.9213      2736855.19
    30  0.6790           54.5858      2591573.44
