       F2ppm           F1ppm       Intensity
     1  9.3323          142.5136     11287518.00
     2  9.1566          145.0726      3693274.00
     3  8.8693          148.3929      2974112.00
     4  8.7989          148.3929      2860274.00
     5  8.4053          142.4201     12035154.00
     6  8.1945          131.1386      9199556.00
     7  8.1183          155.3617     10273210.00
     8  6.0826          102.5917     14808350.00
     9  6.0183           89.3063     15470218.00
    10  4.7572           76.6879     15618976.00
    11  4.5461           89.6301     16097666.00
    12  4.5107           73.0308     14159494.00
    13  4.4876           80.3450     12857312.00
    14  4.4346           73.3674     14702650.00
    15  4.3764           86.4608     13024438.00
    16  4.3642           67.5533      4514678.00
    17  4.2357           67.5533      5128512.00
    18  4.2470           68.0556     10495264.00
    19  4.2175           68.0556      9812864.00
