		F2ppm	F1ppm	Intensity
	1	7.7856	138.2681	15491354.00
	2	7.6861	134.5968	12323812.00
	3	7.4140	133.4592	37567338.00
	4	7.4703	131.7528	17792868.00
	5	7.6204	127.3059	10983926.00
	6	7.0200	116.6540	28965512.00
	7	5.1745	74.3455	16467848.00
	8	5.1450	55.9387	17111810.00
	9	4.5837	47.1394	6371492.00
	10	4.1012	47.1394	6969104.00
	11	3.8501	58.0039	58615792.00
	12	3.5350	56.8366	8182748.00
	13	3.2888	56.8366	6986298.00
	14	2.8901	45.9721	114287782.00
	15	1.9300	22.1780	29106898.00
