        F2ppm           F1ppm       Intensity       
     1  4.6015           67.7350       125684.78
     2  4.2149           67.7350       111584.47
     3  3.5301           72.0387      1156597.09
     4  2.9635           51.4955       484153.88
     5  2.6933           35.2114       385998.63
     6  2.5333           52.8008      1385887.38
     7  2.5131           35.7335       494759.66
     8  2.4947           51.6260       831716.88
     9  1.9781           51.4955       390073.25
    10  1.9339           27.5898       586429.84
    11  1.8657           24.1657       588313.63
    12  1.8065           38.1771       872227.72
    13  1.6720           37.1931       694912.06
    14  1.6737           35.1859       477845.91
    15  1.6181           31.6437       708493.00
    16  1.5984           28.2983       711749.72
    17  1.5123           37.1931       830125.34
    18  1.4549           28.2983       385572.06
    19  1.3652           24.1657       469524.78
    20  1.3203           44.4743       779057.25
    21  1.3078           27.5898       410126.91
    22  1.1912           31.6437       526248.25
    23  1.1409           23.5753      4618933.78
    24  1.0064           35.7369       630586.81
    25  0.5273           15.9455       810643.88
