       F2ppm           F1ppm     Intensity 
     1  7.0293          125.8276     22412651.25
     2  6.4967          112.5611     21628171.31
     3  6.4265          114.6969     27687851.19
     4  3.9647           68.4055     19312990.75
     5  3.2375           79.8610     19803136.69
     6  2.6949           28.8866     17590291.38
     7  2.2117           25.5779      7911347.81
     8  2.1313           34.5370      9716116.25
     9  2.0730           43.5053     13277129.19
    10  1.7978           37.0247      8509212.38
    11  1.7815           26.9041      9745724.19
    12  1.3319           37.8586      7690169.31
    13  1.3116           25.5787      4477204.19
    14  1.2167           26.9038      5687871.81
    15  1.2007           37.0237      6798894.13
    16  1.1517           34.5377      7857805.38
    17  0.9382           45.8270      9739081.94
    18  0.7276           11.9617      8836857.56
