       F2ppm           F1ppm       Intensity
     1   7.9174          124.1213     16545401.25
     2   7.5939          133.1045     12966847.88
     3   7.3573          125.1438     17029226.50
     4   7.3103          117.2561     13667530.75
     5   7.2529          129.4893     23525048.00
     6   7.1833          128.2112     30364064.13
     7   7.1607          127.1522     13286316.88
     8   4.0876           36.8685     11817903.88
     9   4.0620           37.9744      4329622.88
    10   2.3968           44.1516      5735591.00
    11   2.3742           42.8440      2072296.88
    12   2.2475           42.8440      2269483.00
    13   1.9789           44.1516      7957328.75
    14   1.7041           27.7264     42731294.88
    15   1.6370           25.9072     15457020.63
