           F2ppm         F1ppm       Intensity 
     1      9.0211          151.0577      1366636.75
     2      8.7169          155.3517     17238999.00
     3      8.3253          139.4272     16261352.00
     4      7.5903          127.1446     17213866.50
     5      4.2762           56.4353     26272927.75
     6      3.7986           42.1629      9525641.50
     7      3.7894           47.8025      6151699.50
     8      3.1822           37.8384     14598481.25
     9      3.1576           35.2035     37714496.00
    10      3.0714           38.2312      4040110.00
    11      2.2232           23.9040     16398310.00
    12      1.9836           21.9145      3798882.75
