        F2ppm           F1ppm       Intensity       
     1   6.8211          127.1496      8824053.25
     2   6.5810          126.8174      7801307.25
     3   6.2130          116.8618       815717.00
     4   6.0944           99.4167     18721198.75
     5   5.6483          121.8304     19945084.63
     6   5.6128          121.8304     10219428.88
     7   5.2975          116.8640      6022704.00
     8   3.9941           23.5679     27307759.75
     9   2.5042           39.5037     23267476.63
    10   2.4290           19.0625     28963360.25
    11   2.1641            9.1017     28958803.13
    12   2.0178            8.9621     12462179.63
    13   1.9417           34.0141     33006592.38
    14   1.9237            9.3036     25835942.50
