             F2ppm           F1ppm       Intensity
     1         5.7304          135.1197     11519774.00
     2         5.4897          130.7956     10819384.00
     3         3.9645           75.0395     34878819.00
     4         3.6657           64.4084     16885357.50
     5         3.4872           64.4084     20127142.00
     6         2.7451           57.9395     27812055.00
     7         2.0782           33.3657     35951473.50
     8         1.4107           30.3402     28382871.50
     9         1.3417           30.2369      9365127.50
    10         1.3015           23.5750      9835149.50
    11         1.2900           30.7149    236353122.00
    12         1.2841           32.8676     21754833.50
    13         0.8961           14.2790      4464661.00
