       F2ppm           F1ppm       Intensity      
     1  5.7365          124.1874     33593692.63
     2  4.1888           69.4400     16364829.00
     3  2.4662           59.1327     15846295.00
     4  2.4300           34.0082      6991085.00
     5  2.3968           32.7589      8140190.38
     6  2.3515           34.0082      4603209.63
     7  2.2821           32.7589      6924434.25
     8  2.2338           22.9035      6610499.75
     9  2.0315           35.7433      6277067.63
    10  1.9470           38.4501      6815910.25
    11  1.8685           31.8567      7683566.75
    12  1.7810           24.5692      9046354.75
    13  1.7780           22.9035      7859792.75
    14  1.7116           35.7433      8942502.13
    15  1.6391           20.9602      8780101.75
    16  1.5757           35.6045      7664114.25
    17  1.4459           20.9602      3501464.25
    18  1.3735           38.4501      7162770.25
    19  1.3463           24.6386      6076869.13
    20  1.1893           17.4899     16602080.00
    21  1.1833           56.0789      9523439.50
    22  1.0686           31.9261      4348031.38
    23  0.9750           53.6497     10767636.50
    24  0.7305           13.5339     17412525.50
    25  0.6641           13.6033     15436631.13
