        F2ppm           F1ppm       Intensity       
     1   7.0597          122.3347       982103.00
     2   7.0384          114.2371      1532936.97
     3   6.9701          111.9079      2677128.25
     4   6.9630          114.6507      1160598.56
     5   6.8521          114.6507      2619364.59
     6   6.7191          123.8584      1360530.72
     7   3.8246           58.4207       468725.63
     8   3.2203           58.0942      1361027.38
     9   3.1472           56.8383       670893.94
    10   3.0187           56.8383       704363.91
    11   2.8331           31.5376      2011124.69
    12   2.8002           43.4923      5347898.06
    13   2.2342           39.8226       850562.31
    14   2.2054           36.1360       479930.94
    15   1.9706           36.1360       625954.81
    16   1.6732           22.6786       384555.44
    17   1.3089           22.6786       356503.31
    18   1.1445           20.2556       436397.44
    19   0.7332           20.7347       708063.97
    
