          F2ppm           F1ppm       Intensity 
     1      5.2695           68.8525     13053930.00
     2      4.2997           62.0786     13628272.00
     3      4.1579           62.0786     17409015.00
     4      2.3139           34.1924     55542965.00
     5      1.6132           24.8944     41810280.00
     6      1.3023           29.2253     52157696.00
     7      1.2926           22.7367     15945049.00
     8      1.2611           29.5509    481202114.00
     9      1.2612           31.8674     36044230.00
    10      0.8841           14.2669      4946102.00
