         F2ppm           F1ppm       Intensity       
     1   8.4205          141.0991       771940.00
     2   8.3293          153.0531       691509.38
     3   6.0942           89.6422      3436922.13
     4   5.2669           51.1207       229395.19
     5 	 4.6281           76.0321      3371373.81
     6 	 4.3784           71.8873      2716143.06
     7   4.2515           85.1639      2740128.38
     8 	 4.2441           66.7371      1476082.19
     9 	 4.1814           66.7371      1626732.19
    10 	 3.0592           37.1850      3038640.13
