           F2ppm          F1ppm       Intensity 
     1       8.0417          121.8418      7451740.00
     2       7.5841          123.5050     11144027.69
     3       7.4609          110.8911      6515851.94
     4       7.4291          119.1911     10280146.13
     5       7.2821          124.4957      5475419.31
     6       7.2256          123.8288      6249206.50
     7       4.6900           48.6098      2230138.63
     8       4.3748           48.6098      1795687.56
     9       3.7537           30.2277     22701461.63
    10       3.2022           22.2682      1368531.25
    11       3.1320           47.4823      4391853.63
    12       3.0732           22.2669      3176591.13
    13       2.7039           10.9686     15047661.25
    14       2.3641           28.2227      3007849.63
    15       2.0824           28.2227      2372715.69
