		F2ppm	F1ppm	Intensity
	1	4.7798    55.1645   3846343.00
	2	4.0805	56.2268	6188948.00
	3	3.7753	46.1881	9908145.00
	4	3.7624	56.9686	5841764.50
	5	3.3793	40.8716	911625.00
	6	3.3273	40.8716	1035080.00
	7	3.1073	40.8716	2389614.00
	8	3.0175	40.8716	2862655.50
	9	2.5318	34.2207	5568860.50
	10	2.1495	28.9294	7217073.00
