             F2ppm           F1ppm     Intensity 
     1        5.0600          123.8218      3077809.75
     2        3.3557           67.7085      1216988.75
     3        3.0021           76.6843      1724938.19
     4        2.8497           67.7114      1236666.25
     5        1.8527           22.8853      2313562.81
     6        1.7664           22.5675       850900.81
     7        1.7603           25.2274       764959.75
     8        1.5393           38.1708       689807.00
     9        1.5247           35.1887       690838.88
    10        1.4905           32.2023       818932.44
    11        1.4825           17.7507       890857.13
    12        1.4430           26.8827      1972814.88
    13        1.4739           46.9160      1363283.94
    14        1.3794           30.1959       824885.19
    15        1.3354           17.7504       481864.44
    16        1.3454           38.5961       710574.56
    17        1.2853           32.2012       884656.38
    18        1.2553           35.1888       652318.63
    19        1.1602           30.1965       387100.50
    20        1.1638           22.5686      1121600.56
    21        1.2892           53.4375       916006.25
    22        1.0427           22.8849      6887947.31
    23        0.9350           16.2638      1922087.88
    24        0.8940           15.2672       705264.31
    25        0.8929           21.2305      4361131.69
    26        0.8985           28.0059      6277637.94
    27        0.9151           38.1692       837281.75
    28        0.8845           25.2288      1091067.75
    29        0.8273           38.8397       826874.19
    30        0.7692           17.2536      2411325.81
    31        0.6775           54.4361      1225199.06
    32        0.6826           15.9348      1297771.19
