       F2ppm           F1ppm       Intensity       
     1  5.3954          123.0002      3722503.66
     2  4.1335           79.6563      1952681.63
     3  2.6446           64.7352      2335724.13
     4  2.5417           40.1778      1329519.31
     5  2.3461           40.1778      1467353.53
     6  2.1426           23.6030       917037.59
     7  2.1221           31.5329      6480709.16
     8  2.0754           39.8359      1897055.66
     9  2.0709           29.9158      1024340.66
    10  2.0057           32.8701       489119.19
    11  1.9129           38.4677      1008116.28
    12  1.7123           25.3275      1151025.88
    13  1.6599           22.1995      1726442.28
    14  1.6599           23.5965       774508.09
    15  1.6365           29.9132       674916.25
    16  1.6022           32.8589       718905.75
    17  1.5138           22.1995      1286122.66
    18  1.5084           39.8437      1054079.19
    19  1.5048           33.1626      1275883.75
    20  1.2287           25.5097      1022703.53
    21  1.2306           58.0771      1430575.91
    22  1.1350           38.4668      1172445.06
    23  1.0375           51.4509      1759934.53
    24  1.0375           19.5770      3006336.34
    25  0.6312           13.6025      2242731.00
