		F2ppm	F1ppm	Intensity
	1	5.6142	69.4863	7709610.00
	
	3	3.8816	71.0556	3943486.00
	3	3.6215	71.0556	758074.50
	
	4	3.2158	56.7753	36326795.50
	5	3.1785	56.4984	105720528.00
	6	2.6249	43.0316	2277294.00
	7	2.5254	43.0316	4505285.00
	8	2.4860	43.7239	2661432.50
	
	9	1.6324	28.6640	2868407.50
	10	1.4957	28.6640	2330081.00
	11	1.1579	18.3148	3272633.50
	
	12	0.8861	13.5173	4228272.00
	

