             F2ppm           F1ppm       Intensity
     1         8.5405          142.4202     15290694.00
     2         8.2530          155.5322     10863805.25
     3         6.1651           88.9760     14552964.00
     4         4.8248           76.8491     11518085.75
     5         4.7690           76.3389     13999518.38
     6         4.5698           86.6445     19956242.50
     7         4.2294           68.3795     22083526.63
     8         3.9945           76.6849     26916087.75
     9         3.8003           74.3705      7646989.25
    10         3.5366           74.3705      8267192.88
    11         3.4606           38.1762     19330447.88
    12         3.3085           44.8151     20047577.88
    13         2.6042           25.8954     18985428.00
    14         2.4585           38.1746     18092857.88
    15         0.8504           23.3777     34410719.38
    16         0.7264           20.5863     11512541.38
