       F2ppm           F1ppm       Intensity       
     1  4.0051           68.7289      2512288.00
     2  3.5075           72.5240      2366512.00
     3  2.3275           32.2050      1769600.00
     4  2.2071           32.2076      1691728.00
     5  2.0197           41.4912      1410960.00
     6  1.9091           29.2448      1284400.00
     7  1.8811           30.1936      1127360.00
     8  1.8034           32.3855      1323952.00
     9  1.8002           36.8531       696304.00
    10  1.6359           25.3204      1389984.00
    11  1.6357           31.2046      1424848.00
    12  1.6188           35.6457      1187472.00
    13  1.4920           36.3247      1060144.00
    14  1.4534           36.8077      1732624.00
    15  1.4426           21.9052      1233936.00
    16  1.4245           41.4899       825904.00
    17  1.3893           30.1939      1379376.00
    18  1.3447           29.2425       651680.00
    19  1.3343           31.2032       871168.00
    20  1.2990           32.3807      1075264.00
    21  1.2484           21.9068       479232.00
    22  1.2009           41.4877       440848.00
    23  1.1650           35.6436      1358000.00
    24  1.1664           57.7018      2755712.00
    25  1.1361           25.3205       595408.00
    26  1.0588           36.8461      1535344.00
    27  0.9535           18.9097      3576032.00
    28  0.9260           24.2084     13992096.00
    29  0.6904           12.6061      1436320.00
    30  1.5740           49.9755
