       F2ppm           F1ppm      Intensity
     1  7.9447          144.2750      3016254.38
     2  5.9820           91.1009     17001386.00
     3  5.9710          105.3516      9789328.50
     4  5.6308           98.5981     11431328.63
     5  4.3691           76.3522     17575411.63
     6  4.3692           72.3700     15682791.38
     7  4.2816           85.9800     13670613.75
     8  4.2227           67.7231      2508860.50
     9  4.1614           74.6996     10413244.63
    10  4.0228           71.7076     17991836.50
    11  3.9089           72.0288      5104105.63
    12  3.8002           71.0370      5567344.25
    13  3.7305           63.7431     13021620.88
