             F2ppm           F1ppm     Intensity 
     1        3.9593           69.3873      3894166.63
     2        2.4282           43.4939       941570.19
     3        2.3647           43.4939      2051186.31
     4        2.2668           35.0296      5278711.94
     5        1.5921           26.0716      3939269.63
     6        1.4661           38.1757      4248051.13
     7        1.4657           26.5602      1902318.50
     8        1.3257           26.5584      1322090.63
     9        1.3502           30.2175      2151500.38
    10        1.3139           30.5618     29669498.63
   
