             F2ppm           F1ppm     Intensity 
     1        5.4011          120.6664     31530495.00
     2        4.7033          108.3880     70068675.25
     3        2.1046           41.1669     13384160.50
     4        2.0758           30.8695     10315641.50
     5        2.0503           30.5398     17471369.25
     6        1.9518           30.5398      6391140.25
     7        1.9051           30.8695     11750113.00
     8        1.7937           27.8849     11043976.25
     9        1.7353           20.9170     87017174.50
    10        1.6530           23.5649     97496241.75
    11        1.4714           27.8850      9815947.25
