       F2ppm           F1ppm     Intensity 
     1  6.9475          111.8699     10795870.25
     2  6.9422          113.8649     21001148.38
     3  6.9098          117.7006     11893376.00
     4  6.1468           96.2612     21137040.63
     5  6.1239           95.2643     23019346.63
     6  5.5037           78.2242      8998244.00
     7  4.9832           99.2564     13701900.38
     8  4.5224          100.4191     27515054.63
     9  3.7951           65.8913      4886021.13
    10  3.7772           55.4362     54682230.38
    11  3.6307           70.0486     14793762.63
    12  3.5421           75.3628     10586872.13
    13  3.4338           70.5258     11078629.50
    14  3.4202           65.8918      6094866.25
    15  3.3965           68.0535     10498964.75
    16  3.2847           41.8253      4744500.13
    17  3.2727           76.0212      7608184.38
    18  3.2181           72.7052      8817114.75
    19  3.1536           71.8435      9294166.00
    20  3.1315           69.3817      9019785.88
    21  2.7741           41.8241      2102151.50
    22  1.0905           17.6329     19184021.63
