       F2ppm           F1ppm       Intensity       
     1  7.9299          144.0719      2038778.25
     2  6.1164           99.2667      6846281.75
     3  5.9839           91.9686     10719993.00
     4  4.3863           62.4452      9655025.00
     5  4.3264           71.9313      6593100.00
     6  4.3074           76.7617      7807390.00
     7  4.2633           85.2002      7824923.75
     8  4.2601           67.3920      4234703.25
     9  4.1907           67.3920      3847085.75
    10  3.6700           68.6141     10408200.25
    11  3.2156           56.6255     65705772.00
