        F2ppm           F1ppm       Intensity       
     1   7.1985          130.4631      5665874.56
     2   7.1554          130.4631      1427796.31
     3   6.8362          120.4966      4483857.38
     4   6.7982          116.8479      5037991.42
     5   6.7750          120.4971      1390735.80
     6   6.7668          115.9844      3680131.45
     7   6.7167          115.8657       927619.84
     8   3.3490           55.4397      2640853.39
     9   3.0900           35.8539      1058989.69
    10   2.8037           35.8539      1045850.89
    11   2.4990           39.5014      3970944.67
    12   2.4567           39.5014       971860.72
