       F2ppm           F1ppm       Intensity
     1  5.2295           72.0463      1714840.13
     2  4.4669           63.7488       422373.50
     3  4.2064           63.7488       854003.50
     4  4.0032           64.2451      2435363.50
     5  2.3162           35.1956      2253055.25
     6  2.2834           34.8650      2272846.25
     7  1.5871           25.9044      2848153.88
     8  1.3049           30.2353      3408763.88
     9  1.3080           23.7087      1034649.13
    10  1.2789           30.5575     36648904.38
    11  1.2757           32.8804      2332663.88
    12  0.9293           14.4453       890181.50
    13  0.8600           14.4453       814655.50
