        F2ppm           F1ppm       Intensity       
     1   8.7108          149.3984      9693609.31
     2   7.7085          128.8307     18877550.13
     3   7.6067          128.8307      2351904.19
     4   6.7538          111.1971     16245597.19
     5   6.5457          112.2460      1954645.13
     6   4.5082           45.4935     17966720.69
     7   4.3514           51.5924      8119636.00
     8   2.5035           39.5098     13163418.88
     9   2.3331           30.2027     15158472.88
    10   2.0537           25.8981      5041061.81
    11   1.9267           25.8981      4988959.50
