        F2ppm           F1ppm       Intensity       
     1   7.6660          117.6142     16995893.19
     2   7.6286          123.5865      9797095.06
     3   6.8719          116.0132      9282192.19
     4   6.3968           95.0398     17205776.44
     5   6.2063          100.0143     18447814.50
     6   5.1064          104.7599     11622695.25
     7   4.5196          102.5074     16811147.38
     8   3.8043           68.6043      3710499.69
     9   3.6339           72.1331     18867833.44
    10   3.5375           72.2746      7374360.38
    11   3.4696           75.7823      8024542.75
    12   3.4464           69.8091      7604267.13
    13   3.4114           78.2453      6596148.13
    14   3.3901           68.6048      4583362.94
    15   3.3232           77.2400      5890495.63
    16   3.2764           73.9522      7663025.06
    17   3.2646           71.4661      7159314.94
    18   1.1201           18.0202      3759001.81
