        F2ppm           F1ppm       Intensity       
     1   7.8126          128.9384     10639316.63
     2   7.8126          127.7893     15406511.63
     3   7.7616          127.7009     13108715.75
     4   7.4503          126.3751     11234421.38
     5   7.4371          125.8006     11454879.13
     6   7.4239          119.4365     15960534.13
     7   7.3315          129.2698      9347337.38
     8   7.2088          122.2429     10152051.63
     9   7.1673          122.6627      9315064.88
    10   7.1655          126.1099     15868161.88
    11   7.1522          128.5185     14012723.00
    12   3.7476           44.8462     26975492.38
    13   2.4011           21.4395     30315286.63
