        F2ppm           F1ppm       Intensity       
     1  5.2788          120.8431      5900305.91
     2  3.8334           75.0301      3733523.97
     3  2.3777           39.1544      3082572.03
     4  2.1379           39.1544      2536465.94
     5  1.9669           39.1544      2608007.34
     6  1.9281           31.2104      2250645.16
     7  1.8771           28.5507      2623834.22
     8  1.7955           36.8554      2478444.84
     9  1.7915           27.5466      2132887.34
    10  1.5458           23.5851      2230883.53
    11  1.5236           31.1932      1917327.16
    12  1.5014           27.2318      2959030.31
    13  1.4832           20.4107      2403636.09
    14  1.4165           28.5435      1918166.09
    15  1.4003           20.4107      1872586.44
    16  1.3882           31.1932      2861721.69
    17  1.3488           35.1663      3397924.34
    18  1.3207           35.5050      2336360.41
    19  1.3160           22.9052      2134676.41
    20  1.2260           27.5489      1686959.63
    21  1.1361           22.9059      1600550.00
    22  1.1415           39.1549      2884863.47
    23  1.1002           38.8388      3690336.97
    24  1.0788           55.4342      2904024.44
    25  1.0435           23.5718      1009337.66
    26  0.9862           35.5147      1896823.66
    27  0.9876           55.9217      1604337.50
    28  0.9728           36.6752      1546932.09
    29  0.9446           18.9196      9903171.47
    30  0.8987           18.3931      6972954.38
    31  0.8975           49.4594      2934049.53
    32  0.8444           22.3721     16321756.75
    33  0.6527           11.5334      5530452.69
