       F2ppm           F1ppm      Intensity
     1  5.4310           92.2865     15640959.50
     2  4.9091           96.2824      4112104.63
     3  4.3283           69.5212      1930521.13
     4  4.2724           69.5212     21173100.63
     5  4.2243           69.5212      2445735.88
     6  4.0763           72.3787      6678477.13
     7  3.8823           72.3784      8266167.13
     8  3.7217           76.6880      3377555.38
     9  3.6651           75.0347      4355777.50
    10  3.5392           72.0373      9751726.75
    11  3.2722           56.7819      5161712.75
    12  2.9556           59.4333      4734945.50
