            F2ppm           F1ppm       Intensity 
     1        8.0892          136.7791      3693001.13
     2        7.8176          117.9860      5119475.50
     3        7.2173          128.1382      5393792.00
     4        6.8540          119.8396      2527433.75
     5        5.8277           86.3223      3850873.88
     6        4.5632           73.2020      2442589.38
     7        4.1213           70.1940      3153600.25
     8        3.8920           84.9696      3700444.38
     9        3.6284           61.4139      1767565.63
    10        3.5453           61.4139      1770785.25
