        F2ppm           F1ppm       Intensity       
     1   5.2237           93.6254     11246033.50
     2   4.6372           97.9367      4492331.75
     3   4.1210           52.9354      2822321.50
     4   4.0943           73.2104      5393192.88
     5   3.9919           71.3848      9843589.88
     6   3.9334           70.3967     10486678.63
     7   3.9156           70.0511      2523942.63
     8   3.8628           56.4464      3184609.75
     9   3.7633           63.7559      7301897.13
    10   3.7395           63.9268     10066450.75
    11   3.7128           73.7202      2386948.13
    12   3.6863           77.8390      4257372.88
    13   2.0420           24.7840     25447326.88
